Sample,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,class
d0002.wav,-814.0662,34.28403,23.471327,18.752327,14.268569,10.935115,8.995571,7.849225,6.915973,5.826699,4.547253,3.4348207,2.8273084,2.7991872,3.1021056,3.3156807,3.0628328,2.3353827,1.3456562,0.49311292,0.046499167,0.007616913,0.19872278,0.34261325,0.31357843,0.1680406,0.07501394,0.19257593,0.5158936,0.8964243,1.1307937,1.1012288,0.8420858,0.5189789,0.29486024,0.24049117,0.28968465,0.29747593,0.16713294,-0.10066943,-0.39252988,-0.57483643,-0.59020483,-0.48099804,1
d0002.wav,-993.54297,42.31748,32.461674,25.695768,18.526365,12.053266,6.840347,3.4044263,1.4892493,0.88266164,1.0552343,1.4636848,1.7837597,1.8723094,1.6797694,1.3030101,0.82304233,0.3332547,-0.053814672,-0.2816943,-0.3487893,-0.27182895,-0.12941284,-0.005440029,0.03935101,-0.024987329,-0.15999965,-0.27109143,-0.28471544,-0.16413032,0.06580852,0.3161943,0.48460323,0.49724722,0.33571312,0.058917176,-0.23703402,-0.4665843,-0.5816421,-0.5925889,-0.55203134,-0.5171719,-0.53247964,-0.6050916,1
d0002.wav,-828.59467,48.685574,38.361095,25.423418,14.084268,7.0990267,4.7829857,5.371462,6.3754673,6.06602,4.2466083,1.9861687,0.6359698,0.8383197,2.1458879,3.4110808,3.5996363,2.4528923,0.5853422,-0.986697,-1.5219101,-0.9796942,0.048995886,0.8015434,0.8490002,0.3137008,-0.3042301,-0.5240721,-0.21068262,0.37963426,0.82682836,0.85616356,0.5049044,0.049351815,-0.2256067,-0.23095174,-0.10815675,-0.08813886,-0.2969495,-0.65811384,-0.9575386,-1.0116448,-0.80707955,-0.5094021,1
d0002.wav,-811.36,43.10566,35.9723,26.450682,17.032015,9.638344,5.033715,2.840596,2.0561714,1.7194779,1.3560815,1.0135134,0.96674496,1.352901,1.9911284,2.4819155,2.4803667,1.931678,1.1029828,0.39873067,0.095732,0.1801838,0.38913697,0.4153448,0.1274814,-0.34364012,-0.7036953,-0.70265806,-0.3076818,0.27195972,0.71693856,0.7930132,0.48094046,-0.035169855,-0.4999548,-0.74310493,-0.7585648,-0.6672481,-0.6054915,-0.6259466,-0.67828584,-0.67300713,-0.5711035,-0.4277329,1
d0003.wav,-758.51447,63.221313,52.696335,39.190105,26.701189,17.901472,13.243979,11.317338,10.088114,8.209363,5.640112,3.329601,2.318288,2.9166715,4.4821544,5.8630543,6.1403913,5.1518626,3.4876297,2.0282125,1.3795805,1.5753535,2.1864088,2.6906111,2.8109531,2.6060102,2.307717,2.0806563,1.901371,1.6305684,1.1880043,0.6668392,0.28772458,0.23121594,0.48708734,0.8445823,1.0355705,0.92315847,0.59391475,0.28603274,0.20924038,0.3914013,0.6638718,0.7931034,1
d0003.wav,-788.0312,38.975204,34.180386,27.999012,22.244673,18.14639,15.906297,14.810659,13.783417,12.04356,9.502824,6.718495,4.482148,3.3206403,3.205307,3.6136756,3.8690379,3.5308769,2.605274,1.475988,0.6309197,0.36818135,0.6531646,1.1859193,1.606454,1.6962306,1.4601955,1.065416,0.70322937,0.47525436,0.3677968,0.30842483,0.24507688,0.18504244,0.1726744,0.23506579,0.34623408,0.44039553,0.46237504,0.41263875,0.3487003,0.33971703,0.40899852,0.510675,1
d0003.wav,-807.4963,41.444096,33.173084,27.505262,22.128307,18.288004,15.970227,14.289835,12.390632,9.670822,6.3936787,3.34002,1.3516005,0.8580545,1.5421902,2.659325,3.3550565,3.216844,2.377022,1.383015,0.8279839,0.9748159,1.6746521,2.46102,2.8772893,2.7045949,2.0455396,1.2209016,0.54312396,0.18197374,0.096359774,0.14094535,0.1719337,0.1329651,0.06138644,0.019583702,0.053313516,0.1547145,0.29557252,0.44740534,0.5909882,0.7069304,0.7518084,0.6854145,1
d0003.wav,-825.6621,50.39341,39.867916,31.537739,23.50932,18.05148,15.067499,13.7193,12.484308,10.3914995,7.326301,4.078359,1.6754762,0.7771321,1.2527198,2.3349068,3.076182,2.9087832,1.896328,0.62654066,-0.20363875,-0.19358124,0.55799836,1.5731187,2.2956142,2.3990052,1.9088687,1.1196144,0.38241434,-0.08097867,-0.24712206,-0.22848316,-0.16138583,-0.11991484,-0.1090141,-0.10531692,-0.102232695,-0.11309221,-0.14190887,-0.15781192,-0.108605646,0.03553906,0.23881412,0.40478945,1
d0003.wav,-857.6982,43.444336,37.15832,28.98653,21.276402,15.693072,12.651767,11.415376,10.728635,9.589896,7.733931,5.610595,3.9528039,3.2470815,3.4333305,3.982,4.253145,3.8849897,2.9730773,1.9567538,1.3162414,1.2841268,1.739443,2.320087,2.6544034,2.5580456,2.089462,1.4613467,0.89172244,0.49627826,0.27384654,0.16494304,0.12087157,0.13124011,0.20298113,0.32466814,0.4556653,0.5511329,0.598358,0.6277227,0.6829326,0.7716646,0.8391062,0.7939357,1
d0003.wav,-796.55054,28.428495,24.762451,20.066751,15.750747,12.755851,11.213796,10.544768,9.902617,8.693732,6.8797536,4.9212675,3.4354095,2.7963407,2.9184752,3.3333304,3.4886117,3.073804,2.1782117,1.203263,0.6020227,0.6130556,1.1424936,1.845948,2.340518,2.4103224,2.0902236,1.5985833,1.1815832,0.9734644,0.9506737,0.988871,0.9683061,0.85315984,0.6997463,0.6011287,0.6148678,0.72368735,0.8495655,0.9042497,0.83908725,0.66443896,0.43414325,0.2132292,1
d0003.wav,-817.22656,42.808315,33.74119,27.206623,20.91096,16.855824,14.867965,14.197134,13.468052,11.800073,9.0589695,5.9369197,3.3794053,2.062668,1.996019,2.6197252,3.1632576,3.119143,2.4692738,1.6235211,1.0935693,1.1702176,1.7597561,2.4860964,2.9342184,2.893338,2.4334998,1.8144441,1.2949698,0.99140227,0.8516817,0.7512688,0.61125916,0.46102265,0.39897606,0.49908915,0.7330866,0.97553194,1.0815746,0.9847648,0.73920995,0.48335132,0.3458874,0.36756393,1
d0003.wav,-832.0992,44.67979,34.372032,26.339674,18.855007,14.291523,12.515675,12.52292,12.563083,11.459329,8.976125,5.8858275,3.2867506,1.9595704,1.9124103,2.5080884,2.9030905,2.5906136,1.6376518,0.574744,-0.00193785,0.1992826,1.0050083,1.9242809,2.449025,2.335192,1.6857867,0.8405872,0.1555551,-0.17002459,-0.14788896,0.07268225,0.31673086,0.4694974,0.4930538,0.40326872,0.23948407,0.05750556,-0.07304725,-0.08535736,0.041712094,0.24895768,0.40211868,0.3617906,1
d0003.wav,-838.5295,34.98406,29.80201,23.023859,16.575575,11.87472,9.346185,8.446296,8.126764,7.4546766,6.056642,4.187344,2.4472435,1.3597201,1.0656307,1.2912164,1.5678191,1.5386276,1.1577312,0.67470926,0.4386962,0.6603961,1.2803477,2.0116472,2.51334,2.577735,2.220684,1.6353803,1.0567193,0.6297326,0.35911152,0.1554646,-0.06828914,-0.32126245,-0.5265998,-0.57786685,-0.41519594,-0.06973209,0.3483203,0.70426166,0.8988566,0.90069395,0.74210435,0.4935897,1
d0003.wav,-764.6625,57.753433,46.01992,35.87546,25.945127,18.987234,15.191982,13.73971,12.897715,11.375381,8.777251,5.7578044,3.3804748,2.4464898,2.9651275,4.214864,5.1767063,5.145624,4.0733514,2.5341082,1.3205286,0.98155653,1.5347393,2.5239806,3.318425,3.4757285,2.9371536,1.9921349,1.057323,0.44164792,0.21864304,0.26456702,0.3888617,0.4651798,0.47587425,0.47343644,0.5037306,0.56369853,0.6112477,0.6109716,0.5636351,0.5000691,0.44270355,0.38099098,1
d0004.wav,-894.0023,68.720345,54.849537,41.878613,29.17845,20.016146,14.703421,12.237405,10.627781,8.459716,5.402723,2.2525797,0.117408104,-0.3508729,0.57616234,1.937766,2.682886,2.310516,1.0820137,-0.22440101,-0.86456436,-0.5753777,0.30751154,1.1262479,1.3228371,0.76074404,-0.26259384,-1.2484095,-1.8183131,-1.8951946,-1.6746941,-1.4323757,-1.3326501,-1.3543605,-1.363943,-1.2500144,-1.0156544,-0.7650195,-0.6124645,-0.5966397,-0.66714746,-0.7412497,-0.7836409,-0.8288688,1
d0004.wav,-898.93286,32.27455,24.998882,20.433762,15.340228,11.1947775,7.970726,5.6349864,3.7160494,1.9714955,0.35721925,-0.87675816,-1.4839438,-1.3820466,-0.79871637,-0.14342137,0.17893034,-0.001004132,-0.56317097,-1.1783342,-1.5218182,-1.4445617,-1.043565,-0.57035184,-0.27540556,-0.26200572,-0.45529586,-0.67343944,-0.75927144,-0.6726685,-0.50311285,-0.39199293,-0.43385422,-0.6112678,-0.81027323,-0.89248717,-0.78288424,-0.5088658,-0.17988513,0.0809607,0.2015934,0.19176784,0.12018776,0.06791219,1
d0004.wav,-892.47565,53.516735,39.95824,27.84339,16.825596,10.265969,8.281321,9.414329,11.09824,11.401657,9.685291,6.712842,3.8156295,2.0407763,1.5678922,1.8272363,2.0021174,1.617942,0.76305425,-0.07516904,-0.43434703,-0.19557777,0.36566848,0.821704,0.8942228,0.62305164,0.28281233,0.1541873,0.3137088,0.59971434,0.74783516,0.5940929,0.18292741,-0.27484334,-0.5594793,-0.5857624,-0.44077072,-0.29572847,-0.27601987,-0.3819988,-0.5176836,-0.5839805,-0.56432396,-0.5280133,1
d0004.wav,-882.81287,77.999504,61.479042,40.86478,22.913042,11.924079,8.187862,8.669384,9.312084,7.4847865,3.1767173,-1.562275,-4.339254,-4.0768547,-1.590303,1.134722,2.3320746,1.5311085,-0.34365803,-1.7976664,-1.8623382,-0.70047355,0.6314723,1.0139453,0.062107064,-1.6519837,-3.0536437,-3.3272943,-2.4406385,-1.0966377,-0.19800669,-0.23218688,-0.9999122,-1.8352115,-2.114617,-1.6761327,-0.87048364,-0.2510552,-0.16019458,-0.51534474,-0.9255747,-1.0196829,-0.72531515,-0.29684174,1
d0004.wav,-1056.0728,44.881084,27.812359,13.575939,2.5013332,-2.56517,-2.0915558,1.3980798,4.451915,5.129975,3.32642,0.5891845,-1.1412679,-0.9357241,0.6933345,2.4333227,3.0737784,2.331434,0.87453437,-0.27609614,-0.44403312,0.28884494,1.2116593,1.5909508,1.1513585,0.1974872,-0.66290736,-0.98672813,-0.7592301,-0.31594726,-0.07154508,-0.19258147,-0.50196576,-0.6784799,-0.523081,-0.108409815,0.28102565,0.38923943,0.1713526,-0.18077792,-0.37554038,-0.24842976,0.11427686,0.45667994,1
d0004.wav,-879.08295,75.9349,57.985672,44.778164,31.36954,21.73316,15.931979,13.172141,11.379095,9.087826,5.7740703,2.1159422,-0.81562823,-2.210117,-2.07142,-1.0617967,-0.077381656,0.32105976,0.108412646,-0.31536248,-0.5178575,-0.33058417,0.061550323,0.31709024,0.19349252,-0.28025988,-0.85861146,-1.2636018,-1.3782938,-1.2909678,-1.1992475,-1.2383556,-1.3882223,-1.4999095,-1.4281095,-1.1497153,-0.79305214,-0.544729,-0.5221305,-0.69187874,-0.9062852,-1.0082192,-0.94299716,-0.77762544,1
d0004.wav,-902.4486,73.4159,55.135498,41.762142,28.709095,20.093128,15.790854,14.555457,13.800131,11.743702,7.9007373,3.3267214,-0.38503152,-2.023013,-1.5092286,0.2321437,1.8573419,2.4223795,1.786792,0.5471122,-0.4816989,-0.78097063,-0.3983344,0.20607623,0.5165958,0.30948487,-0.26945066,-0.864827,-1.1935543,-1.21207,-1.0962212,-1.0527209,-1.1463215,-1.2481719,-1.1579878,-0.78016084,-0.23470968,0.19969712,0.2591818,-0.12660646,-0.7842165,-1.3955112,-1.6906915,-1.593081,1
d0004.wav,-893.82574,46.470505,29.463318,17.998802,7.2540965,1.1677856,-0.45916748,1.1238109,3.3200579,4.250625,3.2166963,0.99219054,-1.0760599,-1.8777554,-1.2370423,0.18999268,1.3958842,1.7153878,1.1371074,0.21962595,-0.37425077,-0.30009577,0.2806806,0.89059424,1.0783684,0.71940136,0.044395242,-0.54832345,-0.7786782,-0.6388266,-0.3596791,-0.20993322,-0.30976793,-0.5618454,-0.7493774,-0.7007317,-0.41177043,-0.030946732,0.2542925,0.3504031,0.3017286,0.23782581,0.25827092,0.36421597,1
d0005.wav,-641.7858,36.54938,31.395117,24.865631,19.002243,15.147513,13.453317,13.037296,12.641318,11.384387,9.189771,6.6920533,4.7460904,3.8748739,3.9896226,4.515067,4.794189,4.491222,3.744408,3.0024896,2.68394,2.895199,3.3826487,3.7262642,3.6264977,3.089106,2.3960736,1.8994572,1.7872939,1.97658,2.1925907,2.166971,1.8146427,1.2747779,0.7997837,0.57809794,0.6137728,0.7391062,0.7425728,0.5188187,0.13903193,-0.2006586,-0.31192252,-0.1367218,-1
d0005.wav,-629.5094,27.905733,21.964418,16.977293,12.977572,10.388814,9.44785,9.449009,9.697619,9.350379,8.1461315,6.463695,4.835281,3.766054,3.383961,3.5143378,3.772699,3.801407,3.52277,3.0349176,2.5346208,2.1549385,1.903694,1.7056336,1.4642643,1.2009523,1.0158604,1.0120457,1.2178268,1.534113,1.7964015,1.847985,1.6548278,1.3205189,1.005611,0.84371495,0.852969,0.94464606,0.9821251,0.877528,0.65591854,0.4193823,0.2870936,0.31297418,-1
d0005.wav,-651.2055,41.712257,33.396378,26.584717,20.628021,16.535458,14.515085,13.876568,13.261294,11.933753,9.799402,7.386897,5.512374,4.655459,4.7083125,5.1918,5.5108624,5.3496866,4.8201466,4.251372,3.927991,3.896671,3.9170954,3.6922507,3.1034462,2.2946455,1.606759,1.3504304,1.5833557,2.0908847,2.5107043,2.5484343,2.1601102,1.5473503,1.0068772,0.75466055,0.7980853,0.9653253,1.0523313,0.95482564,0.7252464,0.5201234,0.46507904,0.5667906,-1
d0005.wav,-667.8363,44.180325,34.99122,25.357756,17.798555,13.606935,12.998032,14.309372,15.389462,14.873715,12.475048,9.14694,6.337346,4.9542193,5.0144234,5.7381697,6.150218,5.7602124,4.7094235,3.5813768,2.9615266,2.9849,3.3089273,3.3921607,2.8858368,1.9120052,0.9467695,0.4850771,0.7283264,1.4347507,2.090543,2.2456367,1.7760597,0.953638,0.23875585,-0.03004028,0.18253483,0.61546904,0.91235596,0.8654389,0.5218807,0.129256,-0.051914845,0.06745312,-1
d0005.wav,-645.1489,48.14649,38.494553,27.630999,18.70048,13.155959,11.213811,11.605586,12.311579,11.943225,10.176475,7.567885,5.194845,3.902756,3.763497,4.2390704,4.6361823,4.542955,4.0594544,3.5791585,3.387815,3.4689448,3.524901,3.1937852,2.3636034,1.2857184,0.4175038,0.14673118,0.53228575,1.2543601,1.8411758,1.9610695,1.593528,1.0151939,0.5919152,0.5289845,0.7665217,1.0459242,1.0960127,0.82843184,0.38523224,0.022680763,-0.05703634,0.16810392,-1
d0005.wav,-691.0901,30.755793,26.98347,22.344152,18.039013,14.614181,12.158276,10.5130415,9.3132105,8.148416,6.8557057,5.596856,4.6327057,4.0855794,3.889435,3.8577056,3.7828798,3.5566137,3.23897,2.988691,2.912687,2.9795907,3.0454574,2.9401343,2.566775,1.9725353,1.3329321,0.8468731,0.62538713,0.650554,0.80583453,0.9443094,0.9646593,0.8551563,0.6754863,0.49943927,0.37155056,0.2987981,0.26352674,0.24417609,0.23304467,0.23550588,0.25214404,0.26843426,-1
d0005.wav,-642.6896,35.347424,31.529932,26.63681,22.130064,18.979984,17.306019,16.477034,15.577973,13.960608,11.574742,8.9249735,6.720812,5.452474,5.1415296,5.3878303,5.648874,5.5592694,5.096831,4.516563,4.123923,4.0494833,4.168204,4.2000456,3.9090645,3.2621157,2.445981,1.7414685,1.3459928,1.2628521,1.3234956,1.3176955,1.1379802,0.8420972,0.59819496,0.55756736,0.7453773,1.0423232,1.2651253,1.2867104,1.1131288,0.8673756,0.6957344,0.66440636,-1
d0005.wav,-637.0086,34.407825,29.252357,22.84892,17.342123,14.096602,13.177029,13.537686,13.75617,12.860597,10.78914,8.272583,6.280424,5.4066744,5.56387,6.128473,6.3927975,6.0078754,5.142201,4.288693,3.8823571,3.9970245,4.3145504,4.3661656,3.8667967,2.9133842,1.9210538,1.3498216,1.4088165,1.9304465,2.4876592,2.667813,2.3218172,1.6340077,0.98169714,0.68817836,0.83206254,1.2270808,1.5689129,1.6398873,1.4353658,1.1383047,0.97323453,1.0465047,-1
d0006.wav,-722.6013,46.326523,35.76366,22.937529,12.516483,7.4371734,7.7539196,11.045276,14.0241,14.371613,11.784458,7.7643633,4.4373326,3.2065825,4.039728,5.718396,6.7649384,6.389625,4.8726315,3.2181635,2.3939397,2.6946535,3.6263158,4.32721,4.189186,3.245469,2.0881426,1.4139713,1.537929,2.2072892,2.8196685,2.866432,2.2819617,1.464624,0.9743609,1.1329385,1.8071575,2.5153902,2.7695603,2.4077873,1.6905631,1.1047171,1.0209826,1.4444138,-1
d0006.wav,-767.02325,47.063633,31.550049,17.718126,6.5765996,2.0392034,3.6483855,8.57412,12.850483,13.874842,11.368801,7.1935673,3.828346,2.8649988,4.176575,6.3035216,7.5324097,7.0037203,5.093658,2.99634,1.8323345,1.9539384,2.829139,3.530213,3.4017293,2.469787,1.3339664,0.6958086,0.8676491,1.607706,2.3421419,2.591366,2.275402,1.7135009,1.3440753,1.3973315,1.7493705,2.0505164,2.0056543,1.5963315,1.0824225,0.8012628,0.9139244,1.2916651,-1
d0006.wav,-712.17035,58.823135,37.602432,21.402098,7.6552534,1.4489287,2.2619643,7.2383504,12.016934,13.630787,11.564929,7.6229553,4.381522,3.51457,4.9346266,7.1086063,8.266431,7.535806,5.4091544,3.2306979,2.2420008,2.7690449,4.1246953,5.1631713,5.08546,3.9267395,2.43881,1.519065,1.5879375,2.3678417,3.1317773,3.2586946,2.6376615,1.7134681,1.1167859,1.2185925,1.8702852,2.5476463,2.7285368,2.265834,1.463564,0.85006636,0.7943906,1.2623065,-1
d0006.wav,-740.38324,46.57111,31.53418,18.155128,7.162459,2.3932638,3.5679147,8.175971,12.5111685,14.010071,12.191068,8.59322,5.440283,4.2673073,5.0955615,6.7111955,7.6019087,6.9761143,5.150008,3.205031,2.1776488,2.4001932,3.3641856,4.164444,4.138007,3.279471,2.1575098,1.4610661,1.5039128,2.0438688,2.5021005,2.4099085,1.7425675,0.92263836,0.49958476,0.7526615,1.4930778,2.2039986,2.4037304,1.977528,1.2441894,0.725492,0.7792335,1.3585865,-1
d0006.wav,-729.4778,72.541824,50.447998,28.328789,10.454434,2.2561522,3.6727302,10.25568,16.307909,17.74484,14.180782,8.25184,3.5738213,2.4074874,4.456021,7.546631,9.196315,8.326432,5.6886935,3.162224,2.3367174,3.4651856,5.4469156,6.670815,6.186005,4.26377,2.133688,1.0684613,1.5195283,2.8956702,4.035012,4.069325,2.978167,1.5533681,0.7793116,1.1295124,2.2634122,3.2955666,3.4548323,2.610395,1.3512548,0.545999,0.73026544,1.7475624,-1
d0007.wav,-715.7076,94.52294,70.120964,41.0603,18.160486,7.576404,8.606883,15.346454,20.726692,20.448662,14.731253,7.235867,2.1715264,1.5483537,4.254443,7.282666,7.996256,5.799217,2.2148333,-0.4370659,-0.7023304,1.1340833,3.4404612,4.4921446,3.647648,1.6513518,-0.05028146,-0.39356315,0.61330056,2.0228264,2.7124987,2.1836514,0.84216344,-0.3803867,-0.73579997,-0.16541606,0.73863053,1.2338706,0.9796804,0.2369598,-0.38988507,-0.43412018,0.09804056,0.76748013,-1
d0007.wav,-785.94165,114.32192,75.42042,29.448952,-5.7787647,-20.020512,-14.602584,0.16991903,12.065197,13.920971,6.579254,-3.365742,-8.868684,-7.0654902,-0.443775,5.666006,7.100627,3.512435,-1.9281653,-5.186579,-4.267557,-0.3476459,3.4312782,4.3969474,2.1732922,-1.3115026,-3.4426253,-2.8479714,-0.24292044,2.2956965,2.9502845,1.4340628,-0.95810336,-2.4346042,-2.0394304,-0.25312212,1.4968758,1.9574866,0.9339459,-0.6774339,-1.6476411,-1.3382412,-0.10452663,1.0627508,-1
d0007.wav,-812.6567,35.61769,27.488844,22.241209,17.310389,14.47865,13.480209,13.616821,13.656705,12.850854,11.083825,8.914445,7.0524707,5.9567814,5.5651264,5.4498653,5.126796,4.3911247,3.3927824,2.498334,2.0060017,1.9601341,2.1388614,2.2335157,2.0527935,1.6359674,1.1900978,0.9307907,0.9283413,1.0771022,1.1826372,1.1075526,0.8587304,0.5705937,0.3991666,0.41307017,0.5519079,0.6819504,0.6950635,0.5830891,0.43227938,0.35417187,0.40076044,0.5316494,-1
d0007.wav,-853.60297,46.3983,36.787262,34.22797,30.475012,27.175873,23.846357,20.792961,17.797876,14.928776,12.184597,9.762242,7.806558,6.4486384,5.646376,5.2589874,5.051952,4.8327813,4.484025,4.013908,3.496576,3.029976,2.6622078,2.3868015,2.1460276,1.8854076,1.576939,1.2416043,0.92595345,0.6809841,0.5292653,0.46287498,0.4484478,0.45133534,0.44795552,0.43476975,0.4190713,0.4121806,0.42056027,0.44721988,0.48586723,0.52805924,0.55895305,0.5640991,-1
d0007.wav,-809.6694,51.54861,40.379112,35.43361,29.31208,23.85038,19.142973,15.370279,12.371698,9.850593,7.648798,5.73931,4.230369,3.27407,2.8728392,2.9366808,3.188759,3.3955023,3.354687,3.0457342,2.5522027,2.0226336,1.5823966,1.2711613,1.0714589,0.9211083,0.7903712,0.6841907,0.638019,0.6829097,0.79625,0.9213782,0.9685226,0.88789463,0.6815862,0.419825,0.19640332,0.08095583,0.08764134,0.16198689,0.22278076,0.19794397,0.07178939,-0.11122728,-1
