Sample,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,class
f0001.wav,-635.9117,85.75648,61.094765,31.731606,8.734696,-1.5435531,0.09679959,7.3706822,12.904484,12.51832,6.9273067,0.23695225,-3.3621943,-2.3705642,1.4511756,4.754188,5.088682,2.4347227,-1.124866,-3.1248171,-2.4783728,-0.063696265,2.1262674,2.5087729,0.9694437,-1.2313797,-2.5052862,-2.0904064,-0.4884663,1.0412555,1.4630672,0.6683802,-0.5678369,-1.2591195,-0.95100516,0.010247908,0.82513696,0.8821348,0.19085203,-0.68841755,-1.1131979,-0.8382957,-0.15195863,0.39489773,-1
f0001.wav,-640.03735,60.836624,43.39459,22.440908,5.7217245,-2.1549468,-1.4721147,3.6056879,7.9467335,8.401739,5.107932,0.64386135,-2.1157606,-1.922527,0.31230584,2.4928918,2.9519713,1.5336354,-0.5140569,-1.6097119,-1.0166847,0.7029148,2.1989229,2.355163,1.0594987,-0.7920998,-1.9904351,-1.8616062,-0.6700172,0.6569863,1.2245227,0.76475835,-0.26497623,-1.0901998,-1.1923982,-0.63157463,0.07420942,0.3728471,0.07109118,-0.57527494,-1.0987226,-1.1751319,-0.8303242,-0.37116858,-1
f0001.wav,-632.67566,78.128876,57.658398,33.152756,13.649398,4.29129,4.3530135,8.669018,11.317272,9.1781,3.2886355,-2.5428703,-4.665687,-2.0380485,3.293767,7.768011,8.6928,5.821422,1.1987545,-2.4175956,-3.3698952,-1.9478451,0.14620505,1.1681819,0.51045614,-1.0754791,-2.2270408,-2.039907,-0.6723322,0.8793588,1.5738232,1.0585616,-0.16615291,-1.2005076,-1.4196852,-0.8639658,-0.102996156,0.25967735,0.035096254,-0.47370622,-0.77782744,-0.6168223,-0.15214051,0.19101864,-1
f0001.wav,-616.78784,105.527336,71.343544,34.95023,5.4443603,-8.509823,-7.6494813,1.1203804,9.04763,10.894279,6.854658,1.1518817,-1.7214803,-0.09659752,4.1146455,7.2875957,6.8389287,2.9699876,-1.7435555,-4.3302755,-3.4906678,-0.28839493,2.8211284,3.8045008,2.3433018,-0.19359718,-1.9385697,-1.8899071,-0.49457577,0.87721354,1.0462893,-0.124300644,-1.7331539,-2.592406,-2.1158717,-0.6845352,0.7093022,1.2131317,0.675783,-0.35168216,-1.1092311,-1.1911858,-0.77094424,-0.36559314,-1
f0001.wav,-633.7686,59.83954,42.626854,26.537947,13.032498,6.1818237,5.4126143,7.7737956,9.468058,8.4144,4.948521,1.2122222,-0.652225,0.085505374,2.3637805,4.250626,4.2903457,2.4287772,-0.123406895,-1.8236713,-1.8677967,-0.6252564,0.7485211,1.2000785,0.47956097,-0.78059334,-1.6186345,-1.458414,-0.48514053,0.5631449,0.9720485,0.56345373,-0.22883783,-0.72803205,-0.536018,0.18776001,0.8690045,0.96045053,0.34095106,-0.607548,-1.2866707,-1.3018,-0.7192503,0.014491504,-1
f0001.wav,-624.8144,83.154655,60.87111,34.395115,13.429597,3.3410225,3.4384387,8.512012,12.358336,11.319495,5.9186144,-0.2463593,-3.3894334,-2.0929005,2.0819116,5.9915113,7.1091304,5.040734,1.481026,-1.1974524,-1.6249839,-0.19700994,1.4833337,1.9069439,0.7122202,-1.1917652,-2.4133878,-2.138889,-0.67928004,0.8499107,1.3995495,0.72418237,-0.52259463,-1.3372788,-1.1176537,-0.06651038,1.0192102,1.373954,0.81159806,-0.1942913,-0.90922964,-0.8858643,-0.25806955,0.41103345,-1
f0001.wav,-612.08405,84.36608,59.350887,33.866623,12.496499,1.0538764,-0.9424326,2.4421756,5.8194995,5.863666,2.589071,-1.3307842,-3.0088906,-1.387122,2.218885,5.3033047,5.9124904,3.8534515,0.58599514,-1.9396348,-2.648614,-1.8916945,-0.9378461,-0.8949513,-1.9193381,-3.2006676,-3.6717713,-2.8565059,-1.2349086,0.13535337,0.39889583,-0.50315964,-1.8427941,-2.6511068,-2.3935988,-1.2919942,-0.097750016,0.4861189,0.28313264,-0.30508855,-0.6663683,-0.45259807,0.18000937,0.72622234,-1
f0001.wav,-646.93317,68.33011,47.051468,25.974781,8.391345,-0.32217875,-0.44727248,4.3533864,9.020748,10.292611,7.8891826,4.033764,1.4227456,1.411686,3.29647,5.1234937,5.166306,3.100698,0.06970916,-2.2091804,-2.6380808,-1.367192,0.4552256,1.5669209,1.415163,0.40126783,-0.56228733,-0.7712478,-0.20952214,0.5284666,0.7405004,0.15498315,-0.8916994,-1.7196811,-1.7948114,-1.0752587,0.001494018,0.8504742,1.1218784,0.8739452,0.4438597,0.15657912,0.0944938,0.0900332,-1
f0001.wav,-621.2762,84.28893,63.704086,38.46739,17.351524,5.7929363,3.8944986,7.4196033,10.891875,10.804176,7.1076784,2.3909755,-0.38298905,0.042307638,2.6010993,4.9307127,5.1330853,3.0038795,-0.028806794,-2.0622587,-2.065418,-0.4801853,1.2483474,1.7749752,0.76721483,-0.97898746,-2.216937,-2.1698637,-1.0312662,0.26193312,0.7558239,0.15233022,-1.0359279,-1.9104804,-1.8454738,-0.9035406,0.2561939,0.86957496,0.58719486,-0.33137843,-1.2461184,-1.5901146,-1.2225248,-0.46158722,-1
f0001.wav,-623.6825,81.92646,55.9772,28.769503,7.712047,-1.6418107,0.029336302,6.91255,11.94881,11.341196,5.7404866,-0.91347384,-4.4675198,-3.3849463,0.6960389,4.498184,5.410683,3.178704,-0.30311444,-2.5955288,-2.4143448,-0.38115537,1.6569499,2.1135254,0.730961,-1.3656552,-2.607807,-2.1778023,-0.5199509,1.0840187,1.482169,0.48037425,-1.1053524,-2.1148322,-1.8768456,-0.6479917,0.6483913,1.1404788,0.60189176,-0.4482854,-1.1806443,-1.0793573,-0.2695446,0.6335357,-1
f0001.wav,-645.3868,68.976074,48.688816,28.316765,11.460069,2.2866318,1.0856678,4.5786076,8.484815,9.658264,7.4091268,3.5227747,0.3863472,-0.49347532,0.6872556,2.4990466,3.463633,2.9307292,1.4060493,2.95E-05,-0.46399143,0.06532266,0.9159317,1.304553,0.8816549,-0.09641954,-0.9972627,-1.3283502,-1.0520033,-0.544537,-0.27113244,-0.41429347,-0.8008354,-1.0642849,-0.94431376,-0.49196374,-0.002871772,0.208191,0.04915143,-0.30113187,-0.5583254,-0.5342384,-0.27137673,0.019447448,-1
f0001.wav,-651.68463,84.353615,63.61593,38.461124,17.338774,5.2265096,2.3806899,5.212755,8.695454,9.271227,6.5238247,2.5836904,0.07255519,0.2455547,2.3717992,4.465708,4.7784863,2.9935007,0.2869799,-1.6540958,-1.8221666,-0.484818,1.1183339,1.7147099,0.8882398,-0.71947503,-1.9696442,-2.0614412,-1.0511948,0.25425526,0.9177676,0.5396823,-0.51438594,-1.4450159,-1.611673,-0.9582628,-0.003422993,0.56985646,0.40968886,-0.28988075,-0.9789255,-1.1656477,-0.7507772,-0.06592388,-1
f0001.wav,-625.4669,86.69152,59.464405,31.423887,8.60649,-2.046198,-1.089008,6.066826,12.2542515,12.933183,7.9706364,0.89399475,-4.0165086,-4.4549665,-1.23385,2.760156,4.6959615,3.5944176,0.6231051,-2.0184996,-2.7362967,-1.5045587,0.35833514,1.3148429,0.7190264,-0.82816976,-2.0560389,-2.0063713,-0.70438296,0.9343193,1.8069825,1.3995379,0.07723778,-1.2502773,-1.7998303,-1.4138317,-0.569639,0.053776182,0.08602176,-0.31582075,-0.6670755,-0.574236,-0.04591392,0.5330584,-1
f0001.wav,-636.7601,86.99633,61.26134,34.667233,12.291093,0.62190115,-0.5750325,4.2213397,8.895348,9.52907,5.8799057,0.7308752,-2.5945678,-2.4622781,0.22686534,3.0395355,3.8212366,2.1089735,-0.80019754,-2.9323363,-3.051468,-1.3817798,0.720994,1.8228302,1.3619242,-0.10593463,-1.4579425,-1.8495317,-1.250083,-0.32850248,0.12999207,-0.18485984,-0.9415656,-1.4809577,-1.3380545,-0.56611174,0.34156248,0.8393139,0.7103678,0.1758412,-0.3185041,-0.44143897,-0.19045797,0.16144733,-1
f0001.wav,-639.37646,71.19706,51.26962,31.80211,15.148955,6.0655456,4.265335,6.63175,8.868424,8.310041,4.886958,0.67930466,-1.8992461,-1.6896352,0.5833685,3.0420663,3.9721696,2.8928149,0.65605795,-1.2938325,-1.9514827,-1.316885,-0.22514679,0.37087628,0.07704885,-0.740527,-1.3281026,-1.1436348,-0.25174665,0.75769925,1.2129564,0.8368271,-0.08911734,-0.94700485,-1.2153913,-0.79439336,-0.025678344,0.578717,0.67951655,0.2969369,-0.26369688,-0.6536226,-0.71185523,-0.5297997,-1
f0001.wav,-657.01447,71.79559,51.820206,32.296413,15.589795,6.4788136,4.7834234,7.5575795,10.574988,10.9689455,8.223643,3.9932592,0.5945212,-0.48067656,0.6166756,2.4902663,3.5657227,3.1346426,1.6323483,0.15169077,-0.40957686,0.08979628,1.0472695,1.6320506,1.3650693,0.3987076,-0.6687023,-1.2421333,-1.1227216,-0.5718305,-0.061285637,0.08232558,-0.13488182,-0.4462618,-0.5686539,-0.41075733,-0.11176498,0.09628889,0.071675986,-0.14367315,-0.3836961,-0.5012215,-0.47993496,-0.42276856,-1
f0001.wav,-593.62555,105.367805,77.85535,44.15883,15.821517,-0.101176135,-3.3649309,0.83931583,5.6580744,6.476937,2.8860314,-2.1347907,-4.946402,-3.8953063,-0.16514453,3.4240136,4.5238595,2.7419949,-0.36935636,-2.610834,-2.704978,-1.0418074,0.8266097,1.4441441,0.47945455,-1.1721878,-2.170537,-1.7479568,-0.22936997,1.2670308,1.6739132,0.721152,-0.94118124,-2.2726662,-2.5825427,-1.9395916,-1.0078562,-0.49028882,-0.61588293,-1.0356792,-1.1665483,-0.6852655,0.21463205,0.9785164,-1
f0001.wav,-603.1678,76.66174,53.793884,30.996815,12.167973,2.7919128,2.3642626,6.966,11.379116,12.283206,9.446198,5.2201986,2.3918889,2.2526016,3.9204323,5.327325,4.829714,2.3552234,-0.68462545,-2.4557538,-1.99263,0.20655765,2.5998144,3.6999807,3.0105517,1.2058078,-0.4901276,-1.1856421,-0.8584143,-0.21568745,-0.064538024,-0.67579913,-1.6162671,-2.1231399,-1.7083154,-0.5238088,0.75053495,1.3896558,1.1085459,0.21851212,-0.63805413,-0.95394516,-0.6867595,-0.22385558,-1
f0001.wav,-624.24146,74.065475,53.91235,34.107605,17.318382,8.474247,7.187675,10.034181,12.405887,11.522314,7.467689,2.6428146,-0.25878012,-0.015998363,2.4617562,5.0033746,5.705057,4.1445117,1.4568719,-0.58658415,-0.8313906,0.57457954,2.4148517,3.3302019,2.7205336,1.0533421,-0.5773921,-1.2416402,-0.7603294,0.2912549,1.0781852,1.1112422,0.52334416,-0.12051218,-0.2967105,0.09549609,0.6984944,1.0016484,0.7280779,0.021896273,-0.6837873,-0.9879505,-0.79184556,-0.32628095,-1
f0001.wav,-601.642,101.08679,73.46588,40.04139,12.814401,-1.0659984,-1.9194951,4.0711684,9.282629,9.061,3.659611,-3.0149148,-6.615253,-5.2899456,-0.56583077,4.09331,5.8006315,4.0353856,0.6134854,-1.8977703,-2.0411484,-0.30551696,1.4987694,1.7077985,-0.003518729,-2.503166,-4.1267414,-3.8931777,-2.1299167,-0.12403601,0.86085415,0.44496834,-0.72563547,-1.5782654,-1.44463,-0.5018335,0.45327693,0.6649421,-0.00868295,-1.0230514,-1.5898288,-1.2733718,-0.29398254,0.66380477,-1
f0002.wav,-552.96014,87.83806,56.02938,27.440807,3.367816,-8.83438,-9.840427,-4.311383,1.2226186,2.7380633,0.015319509,-3.9987433,-5.951389,-4.352322,-0.41998088,3.1280525,4.0314536,1.9851092,-1.4026837,-3.858712,-4.026403,-2.2074442,0.057999674,1.2080069,0.7006929,-0.75533754,-1.8805573,-1.799301,-0.63030905,0.7038277,1.2062551,0.5337069,-0.8106293,-1.8821584,-1.9793319,-1.0958216,0.1320129,0.90932757,0.81469667,0.027630866,-0.8715569,-1.3286561,-1.1668769,-0.6285357,-1
f0002.wav,-578.569,72.40429,53.015236,38.556473,25.04032,16.684832,12.923254,11.874523,10.628257,7.6755238,3.2602751,-0.8549717,-2.886907,-2.1217232,0.60185266,3.5560408,5.1526246,4.843544,3.2133071,1.4419016,0.46841604,0.5026512,1.0620865,1.4710177,1.3565868,0.85292685,0.38454536,0.28834462,0.5442164,0.82631916,0.7747977,0.28608543,-0.42201594,-0.9812853,-1.1536351,-0.99119097,-0.77815586,-0.7964361,-1.1096708,-1.5156239,-1.7048275,-1.490079,-0.9510258,-0.37988034,-1
f0002.wav,-610.5767,61.86083,49.405605,38.243202,27.130138,18.85993,13.608179,10.623471,8.426269,6.1224074,3.657014,1.7279601,1.0347065,1.7342042,3.2283165,4.5455017,4.8933797,4.1034255,2.6223364,1.1677357,0.25737426,-0.03432366,-0.008418635,-0.030187331,-0.25063804,-0.5263752,-0.5872273,-0.28121325,0.27719632,0.7732453,0.8996918,0.5635202,-0.06462643,-0.67052114,-1.0003661,-0.99861056,-0.8038616,-0.6188732,-0.5664463,-0.6272497,-0.69365156,-0.6754663,-0.57630336,-0.47943446,-1
f0002.wav,-585.4359,82.659355,62.947487,38.78033,18.511396,7.2398725,4.9338803,7.460892,9.6324215,8.298837,3.7183936,-1.3426661,-3.8922403,-2.765278,0.8051829,4.2512918,5.4596715,4.0317945,1.2689065,-0.93374133,-1.4065048,-0.33835813,1.0968446,1.7198776,1.1733961,0.045692887,-0.6993407,-0.4911295,0.45486072,1.3609142,1.5002986,0.71843916,-0.50294536,-1.4384023,-1.640766,-1.2072146,-0.62879395,-0.3798885,-0.5748942,-0.9350924,-1.0558069,-0.7438031,-0.1650635,0.29250225,-1
f0002.wav,-646.85333,79.68116,59.61328,35.35365,15.684727,5.856738,5.5984645,10.251124,14.067816,13.566131,9.0168295,3.4739175,0.29444504,0.8889366,4.067911,7.1657763,7.968884,6.0850754,2.9326563,0.538763,0.10156169,1.3087376,2.7734885,3.1484323,2.0684516,0.29122964,-0.96862507,-0.9550932,0.13407859,1.3766006,1.8426625,1.244272,0.06585126,-0.86274093,-0.9908652,-0.40533063,0.30614546,0.53868335,0.118802115,-0.60400784,-1.0585173,-0.8952694,-0.23985267,0.41367742,-1
f0002.wav,-593.099,99.3143,70.63366,39.67327,13.56285,-0.514683,-2.0503697,3.6997607,9.852016,11.5142355,8.0799885,2.4667718,-1.6072475,-2.07116,0.30947113,3.0559626,3.8633604,2.1795254,-0.6554194,-2.6343932,-2.5279903,-0.7017238,1.3399256,2.120432,1.2044834,-0.5841321,-1.9048595,-1.8670468,-0.6286965,0.8248676,1.4562558,0.8876204,-0.39317968,-1.4860909,-1.7414577,-1.18025,-0.3914019,-0.017770216,-0.28797063,-0.87942964,-1.2263553,-0.9710056,-0.22417046,0.53290296,-1
f0002.wav,-663.5325,81.46787,56.88356,31.454847,10.025922,-0.90791327,-1.4361253,4.1167235,9.68353,11.233499,8.286788,3.3763084,-0.29793283,-1.0016141,0.6877989,2.7684247,3.438217,2.334241,0.5335997,-0.44617045,0.14316505,1.7869706,3.1744204,3.2272093,1.8766235,0.076385975,-0.9237541,-0.46158665,1.1056399,2.6963348,3.2534258,2.4171696,0.6735615,-1.0453238,-1.9856514,-1.9755566,-1.3909802,-0.78082806,-0.47505733,-0.44255123,-0.4482751,-0.3226719,-0.11519158,-0.020331139,-1
f0002.wav,-605.16223,161.74896,116.08436,60.472683,14.733429,-8.87865,-10.236829,0.8531954,11.652844,13.820047,6.9274554,-3.227718,-9.65643,-8.9534235,-2.9128273,3.5092087,5.982587,3.5886736,-1.0983884,-4.3040857,-3.8415787,-0.42721987,3.1905787,4.414191,2.6160572,-0.63223165,-2.89978,-2.6906195,-0.38398048,2.243505,3.4179914,2.5997195,0.69472533,-0.78510404,-0.89160675,0.14026,1.2119622,1.287148,0.18259054,-1.3467479,-2.2294493,-1.8889519,-0.63349134,0.62552965,-1
f0002.wav,-614.82745,78.401436,58.6265,34.71007,15.24697,5.2994504,4.490888,8.216681,10.966832,9.613724,4.757747,-0.403063,-2.6458733,-0.9362406,3.080095,6.4134126,6.8122106,4.146446,0.26178834,-2.4325879,-2.5769384,-0.5952111,1.8254415,3.0102618,2.3846776,0.6727855,-0.8070204,-1.1457206,-0.4126592,0.5510601,0.8687563,0.29925933,-0.6405674,-1.1387012,-0.74212873,0.2991103,1.2335035,1.3744744,0.59662575,-0.5940433,-1.4412521,-1.4708378,-0.78760296,0.05407673,-1
f0002.wav,-610.6521,139.10335,95.458015,43.477646,2.621265,-15.903567,-13.198099,0.16890441,11.461308,12.990769,5.26655,-5.170041,-11.170329,-9.79639,-3.53801,2.2851455,3.5981452,0.17483738,-4.756656,-7.2358766,-5.475289,-0.91565156,3.1144297,3.939824,1.3562402,-2.4785912,-4.787646,-4.152969,-1.3302225,1.5383834,2.586285,1.4873791,-0.5366633,-1.8254895,-1.565014,-0.2859009,0.7018251,0.4076335,-1.0758253,-2.6908855,-3.2653654,-2.4072695,-0.7674185,0.4846939,-1
f0002.wav,-620.16266,76.0773,54.021896,26.991339,4.4827747,-7.45191,-8.391666,-2.6307845,3.9481957,7.191316,6.3273997,3.3456979,0.92078966,0.4416156,1.3649467,2.0581744,1.2895664,-0.7867191,-2.8000746,-3.2506118,-1.6512433,1.1031978,3.3581696,3.8202279,2.3726234,0.053065453,-1.722152,-2.09793,-1.2399727,-0.0629277,0.49956208,0.12959501,-0.75570035,-1.4123648,-1.3497803,-0.65272135,0.14834677,0.5083442,0.25433084,-0.34311548,-0.8252529,-0.9014883,-0.6347304,-0.3408178,-1
f0002.wav,-635.105,86.71827,61.400208,34.367435,12.4059515,0.9749388,-0.046580877,4.4642453,8.229313,7.6834407,3.0969832,-2.314699,-5.0225697,-3.7073386,0.18924527,3.7733958,4.702229,2.7170274,-0.48500806,-2.6571035,-2.5350683,-0.5769115,1.5618529,2.3406384,1.3433903,-0.5690574,-1.9992522,-2.0671782,-0.94577986,0.3970855,0.958064,0.4244487,-0.69635326,-1.5525157,-1.5958257,-0.95742834,-0.28433207,-0.19345118,-0.81340826,-1.7084816,-2.2198946,-1.964342,-1.0920875,-0.15249208,-1
f0002.wav,-601.104,82.14848,57.39131,30.210127,8.309971,-2.853775,-3.1266747,2.7562933,8.625418,10.12002,7.015213,2.0206935,-1.446579,-1.5649296,0.9318592,3.7009118,4.5895944,3.1233087,0.4965709,-1.3985538,-1.3862505,0.23758215,2.095948,2.7791667,1.8275284,-0.082840435,-1.6767254,-2.026588,-1.1214787,0.26577264,1.1868551,1.1779029,0.47048873,-0.2877249,-0.5934816,-0.4217284,-0.16006623,-0.24758297,-0.7876678,-1.4726268,-1.8262997,-1.5840847,-0.87949234,-0.14680459,-1
f0002.wav,-639.4153,79.51307,56.78074,29.374641,7.3061604,-3.3892417,-2.8666906,3.743859,9.891918,11.276944,7.6421657,1.9912381,-1.9303043,-2.1403081,0.6113796,3.7836623,4.998471,3.579444,0.72812706,-1.5673684,-1.9749019,-0.60434306,1.2879986,2.3245618,1.9671593,0.76079845,-0.22013015,-0.23465648,0.60783386,1.5114185,1.6461064,0.76726156,-0.6385474,-1.7389926,-1.9516944,-1.3153075,-0.40002698,0.13478297,-0.008003333,-0.61725056,-1.1960759,-1.3467505,-1.0243249,-0.50173354,-1
f0002.wav,-551.2358,109.28196,77.30611,38.70302,7.6040497,-7.407118,-6.564691,2.7364485,11.105485,12.551179,7.049068,-0.7770476,-5.493815,-4.5215845,0.6034994,5.8052845,7.473709,4.766913,-0.19594854,-4.1064053,-4.788142,-2.4644763,0.7365253,2.484149,1.8540215,-0.23856907,-1.9349647,-1.8822254,-0.16279578,1.8911594,2.7547405,1.8105143,-0.28414205,-2.1497355,-2.6832187,-1.764714,-0.2143767,0.88591474,0.95901734,0.23968965,-0.53632855,-0.75917315,-0.39046955,0.083119184,-1
f0002.wav,-623.26074,95.17961,69.1618,38.455914,13.026671,-1.1295682,-3.3432992,1.7432774,7.58526,9.723075,7.360838,2.8518155,-0.42593363,-0.5970908,1.7665069,4.48231,5.4246902,4.005518,1.3703531,-0.6671263,-0.9161567,0.4614452,2.2087798,3.0016654,2.3633487,0.8840032,-0.29317677,-0.35880262,0.6081944,1.7901877,2.2545033,1.6122543,0.24982697,-1.0130275,-1.4991859,-1.0847541,-0.20836447,0.5117617,0.716123,0.47657534,0.14809959,0.033708565,0.14141825,0.22477818,-1
f0002.wav,-593.77264,70.154045,49.860683,30.35626,14.122335,5.541173,4.049812,6.5081515,8.610003,7.6955485,3.883159,-0.4671962,-2.79892,-2.0001078,1.0336903,4.1763687,5.482109,4.398157,1.8983688,-0.35735527,-1.1659858,-0.4277193,0.97048783,1.8990825,1.7763724,0.87010264,-0.051330674,-0.3415242,0.079054765,0.7364019,1.0077487,0.6128826,-0.19571997,-0.84942746,-0.8911026,-0.28815177,0.5578304,1.1003588,1.0182732,0.40536797,-0.3388958,-0.7954109,-0.78469616,-0.43748653,-1
