harmonic1,percussiv1,harmonic2,percussiv2,harmonic3,percussiv3,harmonic4,percussiv4,harmonic5,percussiv5,harmonic6,percussiv6,harmonic7,percussiv7,harmonic8,percussiv8,harmonic9,percussiv9,harmonic10,percussiv10,harmonic11,percussiv11,harmonic12,percussiv12,class
0.4287754,0.52146643,0.45598716,0.4817933,0.5009462,0.44267872,0.5602858,0.43497774,0.61377376,0.40860978,0.69181657,0.4119619,0.6417217,0.40038207,0.553465,0.44875386,0.48780653,0.51790184,0.45250368,0.51234597,0.41929626,0.49029502,0.40142414,0.5059849,1
0.20531225,0.41958988,0.24995089,0.36510217,0.30735666,0.3583741,0.3248535,0.3926624,0.35580644,0.41625738,0.37929258,0.38566068,0.31689218,0.35629985,0.29051313,0.40678236,0.2839942,0.5014457,0.24432677,0.49026024,0.20992135,0.4866725,0.20158677,0.47463563,1
0.4280323,0.36015856,0.36383832,0.30312145,0.325231,0.3029838,0.30653438,0.37858802,0.2931918,0.38197917,0.30385157,0.36073446,0.28850996,0.34686184,0.30283126,0.3733856,0.33814105,0.3816639,0.40266895,0.39726126,0.43616322,0.33835036,0.44337255,0.35401577,1
0.59967697,0.6334564,0.54686975,0.5393557,0.45538017,0.48126438,0.50575507,0.4477689,0.64290214,0.44029573,0.6185923,0.43638888,0.45065802,0.41570434,0.42900553,0.5332423,0.42578182,0.59805435,0.45074078,0.56588024,0.474913,0.56642926,0.521319,0.62297904,1
0.7067829,0.6254435,0.7131471,0.6178583,0.78272414,0.5763712,0.7946076,0.56225216,0.7722723,0.5561207,0.751385,0.5915607,0.7188186,0.6224676,0.7165138,0.68401736,0.6791506,0.6457996,0.6792094,0.6187711,0.6302899,0.6039124,0.62675065,0.5843327,1
0.7859804,0.68802696,0.6867354,0.67576396,0.6971704,0.74477595,0.7386358,0.7157593,0.7563164,0.63094467,0.7457098,0.59626997,0.7239548,0.57761616,0.782415,0.53318,0.65960455,0.50946516,0.5985264,0.5479059,0.5466209,0.66367584,0.58144695,0.6917009,1
0.60493284,0.52794325,0.62616116,0.5266313,0.6625441,0.55559546,0.725041,0.5554502,0.76474404,0.59644073,0.7455345,0.5709275,0.74267673,0.4985982,0.87683374,0.479864,0.6932159,0.5055511,0.662093,0.57181185,0.6040383,0.54471636,0.5652755,0.49759224,1
0.83226895,0.6691084,0.69738406,0.66334486,0.6646738,0.6297569,0.67437804,0.58529896,0.6852775,0.6264649,0.6702661,0.61214423,0.6555054,0.599967,0.77572036,0.60051733,0.6834767,0.6014865,0.6462807,0.6046807,0.63040394,0.6348968,0.6705875,0.65389603,1
0.6882295,0.6544629,0.6401778,0.6652723,0.61476445,0.6885748,0.65644306,0.6183099,0.6888744,0.60695946,0.69405043,0.57588464,0.6737992,0.53263104,0.77959234,0.5437281,0.6689341,0.57336676,0.58590364,0.56873745,0.5421684,0.5175803,0.55871844,0.5585813,1
0.4427997,0.46589816,0.47001025,0.4647805,0.50294584,0.5073942,0.53179127,0.4732455,0.5597652,0.4673262,0.5603787,0.5087979,0.53501755,0.5155041,0.6871449,0.513905,0.48944852,0.5194449,0.41357887,0.48625794,0.39098093,0.4767535,0.39729604,0.48270848,1
0.77882385,0.46176398,0.73945814,0.4478922,0.7486008,0.5398033,0.78698236,0.5483847,0.8032402,0.5232063,0.7780068,0.5559406,0.76950336,0.60800064,0.82922685,0.663789,0.66195816,0.634492,0.5970034,0.5935185,0.5606631,0.5281255,0.60823464,0.46808288,1
0.5260053,0.55521065,0.3927941,0.5173177,0.37976238,0.5729303,0.40970543,0.6589376,0.43821347,0.6994911,0.40897426,0.6273057,0.47970295,0.53387386,0.90039045,0.51751214,0.47754374,0.555117,0.3575795,0.4869031,0.32764938,0.45591953,0.3496823,0.52566475,1
0.94368017,0.43971223,0.610192,0.46368772,0.48816064,0.5369332,0.48810685,0.62605625,0.491002,0.69250417,0.47839126,0.7179832,0.45989132,0.5834892,0.51776046,0.45087293,0.3858985,0.37004945,0.34635723,0.36929625,0.35041878,0.40296543,0.5144771,0.438956,1
0.83093566,0.47699687,0.7831654,0.4288393,0.7106227,0.4852808,0.75942075,0.5473551,0.79940736,0.5841001,0.786583,0.6163374,0.7167377,0.64020836,0.68315923,0.6482209,0.61654526,0.53396666,0.5785193,0.55021894,0.57386816,0.5403828,0.6043133,0.4960912,1
0.4396079,0.5151719,0.3655596,0.5049768,0.34195593,0.46656135,0.4281169,0.4271045,0.43410233,0.4517456,0.40709916,0.5243936,0.42488492,0.460295,0.5135677,0.47246382,0.48856676,0.52354515,0.46732625,0.5226933,0.4583904,0.5432859,0.44855395,0.5080232,1
0.6029255,0.45506305,0.64145625,0.4407339,0.609129,0.4893954,0.6311107,0.5773773,0.6017956,0.6961302,0.56975836,0.6270844,0.49803093,0.5831899,0.5461076,0.5045667,0.46926042,0.45953253,0.4045867,0.48347175,0.39051896,0.45496833,0.4402709,0.45189512,1
0.42696363,0.58600724,0.41852096,0.5925788,0.31735072,0.62623525,0.3960899,0.66212493,0.45114297,0.66038495,0.5029137,0.61701816,0.50308585,0.5820388,0.7795101,0.5727616,0.75719565,0.5465769,0.4376195,0.50472105,0.3514531,0.48989007,0.30971572,0.54333943,1
0.5322859,0.47958305,0.4864359,0.5708694,0.45167586,0.57001716,0.4218033,0.5415938,0.4182784,0.5071485,0.46113208,0.51398265,0.45583832,0.49539268,0.5203223,0.5123673,0.5855312,0.47585946,0.62311465,0.4710619,0.612535,0.4591938,0.58977574,0.39103734,1
0.55773914,0.4381993,0.5375759,0.40405062,0.55218214,0.36486042,0.62399614,0.47233802,0.7101605,0.58906096,0.77609634,0.5874531,0.76848525,0.5312971,0.75952876,0.6825419,0.6844874,0.68864673,0.55062526,0.5532477,0.46332225,0.43346512,0.48399258,0.40613925,1
0.48117608,0.6788089,0.4510522,0.58972055,0.539822,0.5176257,0.54468817,0.50505304,0.5125431,0.48055965,0.40480644,0.47273636,0.39219782,0.4557669,0.4359295,0.43249437,0.4268618,0.4900134,0.41739237,0.6228815,0.44418412,0.68484473,0.43822968,0.7124996,1
0.49274847,0.75295347,0.45436126,0.69086504,0.41165292,0.598357,0.37500575,0.6156736,0.4183849,0.5964404,0.49215278,0.5485496,0.4570208,0.48874313,0.5179283,0.45884168,0.5546184,0.47818783,0.54216117,0.509639,0.4704342,0.5438923,0.44305468,0.6563893,1
0.63944656,0.5574575,0.5044165,0.56867373,0.47999343,0.60085785,0.67166525,0.5858241,0.66864365,0.5810898,0.48281047,0.5302299,0.4115441,0.43446973,0.4995062,0.3750007,0.2694762,0.40082043,0.21245553,0.4174259,0.22353874,0.4517437,0.34720293,0.56645614,1
0.8300812,0.7321211,0.86896783,0.7201285,0.8928201,0.7683224,0.91082674,0.8117758,0.9170921,0.8000364,0.88761497,0.7969879,0.82454705,0.7372137,0.7842882,0.74176633,0.75042987,0.71765697,0.73234725,0.70585424,0.72643465,0.70059407,0.7491543,0.72248673,-1
0.7456152,0.7486824,0.82042766,0.77004987,0.85907423,0.74343455,0.90116763,0.7258925,0.93612367,0.74760747,0.9220148,0.76807994,0.8604118,0.71977335,0.79929006,0.6928788,0.7278389,0.69960237,0.68136096,0.7267768,0.6446971,0.7321864,0.64095765,0.7116742,-1
0.76044995,0.6018822,0.81939316,0.563395,0.8695741,0.61809367,0.91607946,0.7077398,0.94303316,0.81013185,0.9244721,0.87833536,0.8607429,0.77682835,0.8059271,0.7271424,0.76277167,0.69731766,0.72474515,0.6595223,0.68324405,0.5983243,0.6743088,0.58995056,-1
0.74222314,0.6272883,0.8136263,0.6049732,0.8749556,0.64996433,0.92547935,0.7242822,0.9556891,0.7813433,0.94055176,0.8133406,0.8731722,0.7569255,0.8054583,0.712154,0.7351151,0.6530802,0.6806605,0.67184424,0.6396598,0.7127939,0.6417904,0.65380377,-1
0.7414749,0.6892153,0.77339554,0.70536274,0.8129152,0.76355153,0.8599161,0.8028004,0.9029742,0.8273809,0.885643,0.8746027,0.83730906,0.76949847,0.78448385,0.72842467,0.748622,0.6994719,0.7338587,0.67964894,0.70648026,0.6545257,0.6908187,0.65548795,-1
0.68576854,0.7033348,0.72350657,0.6938438,0.7634273,0.751432,0.79114497,0.82825017,0.80874276,0.8068971,0.80055755,0.7226277,0.758753,0.6551675,0.7805345,0.6264773,0.7564075,0.60756356,0.6992834,0.5920692,0.66039616,0.5993422,0.62827355,0.66286445,-1
0.83832663,0.67590195,0.8715172,0.66723055,0.88864154,0.70203507,0.9082863,0.73265475,0.92269343,0.7516722,0.89200896,0.7680626,0.81030387,0.72315556,0.75313497,0.7238106,0.7171101,0.7251681,0.7094818,0.71604425,0.71866745,0.6658689,0.75088674,0.6623781,-1
0.7028239,0.569745,0.7816177,0.60147333,0.8498335,0.67296004,0.90389466,0.7709229,0.93839896,0.79986644,0.92132926,0.75982666,0.85019493,0.71212083,0.80455613,0.7199671,0.74498767,0.74093056,0.6606863,0.6957987,0.60755044,0.59969056,0.6016573,0.5743333,-1
0.71027195,0.5504376,0.77058506,0.5668602,0.80111986,0.5738517,0.84687924,0.6347857,0.91712934,0.7259893,0.9099451,0.81885374,0.8585463,0.71835405,0.7777874,0.80795026,0.69240755,0.6798904,0.6416888,0.64411384,0.61993027,0.5591061,0.6170631,0.4983002,-1
0.532613,0.5129266,0.59643364,0.56369644,0.5994646,0.60088855,0.62525845,0.71675044,0.7005357,0.8732811,0.69546276,0.7402473,0.7368451,0.7100172,0.8248476,0.6770324,0.62477344,0.57243764,0.66007733,0.5096872,0.5029151,0.4294668,0.4394806,0.45739907,-1
0.68510276,0.5539097,0.7480719,0.63703704,0.8091408,0.6703652,0.85830635,0.6612004,0.87882906,0.6906767,0.87882227,0.64638305,0.828353,0.698385,0.7896732,0.7590136,0.78566915,0.71647555,0.7207416,0.66499525,0.6651348,0.5841976,0.60777164,0.5324979,-1
0.55516124,0.46668777,0.6522063,0.4817529,0.6326926,0.47454226,0.6636368,0.57975537,0.70652765,0.7149945,0.7013111,0.6185379,0.68806577,0.6314097,0.7377158,0.6352794,0.6785934,0.6112697,0.7474672,0.6584243,0.5329073,0.46253616,0.44014212,0.4246092,-1
0.7206541,0.558875,0.7872986,0.6410849,0.82011026,0.59170604,0.8405867,0.57276136,0.86176664,0.6929396,0.85659385,0.7324985,0.79792994,0.73665357,0.74939424,0.7602875,0.7103423,0.6737562,0.7544064,0.7033176,0.70506865,0.623802,0.6494458,0.53502315,-1
0.8429851,0.7805919,0.8509174,0.7733498,0.8546818,0.76855356,0.856491,0.788744,0.8668398,0.8169312,0.8379627,0.81677157,0.7412243,0.78584105,0.6919175,0.78443736,0.6678723,0.77902246,0.67670023,0.75694233,0.70807254,0.7336368,0.76798093,0.74450344,-1
0.42517006,0.7370953,0.42215478,0.7486429,0.41596633,0.7844336,0.43635952,0.76486677,0.4261925,0.76855016,0.428444,0.7765922,0.43822482,0.7550596,0.4382598,0.74434566,0.4791706,0.7556496,0.67155623,0.8318752,0.8261623,0.78685355,0.53327084,0.71917874,-1
0.85387045,0.66859174,0.88432026,0.64734805,0.8880526,0.67999554,0.88376236,0.70310396,0.8674769,0.7363764,0.8439216,0.705625,0.7593931,0.678619,0.7143833,0.70246404,0.6894834,0.72866666,0.7056194,0.72614217,0.7423325,0.696484,0.7844284,0.69275546,-1
0.83341026,0.69338197,0.8639015,0.68801886,0.87449265,0.7289681,0.8919197,0.7711191,0.9018091,0.76678884,0.8693648,0.7210962,0.7984177,0.6236229,0.75702375,0.58906716,0.7339006,0.5558258,0.72910285,0.5618813,0.72982544,0.5817602,0.75092524,0.64568216,-1
0.8287542,0.6599197,0.81363225,0.6814807,0.80610174,0.75344145,0.7847589,0.77313924,0.7462324,0.7493824,0.7032312,0.79582876,0.6462596,0.76448154,0.6467357,0.7189046,0.66914266,0.6948617,0.69215804,0.68162113,0.71178627,0.650775,0.77009237,0.65326506,-1
0.8841673,0.75926054,0.88283026,0.7135549,0.8591093,0.74443203,0.83515173,0.76351285,0.8238669,0.73182625,0.8080572,0.7024117,0.7383556,0.6472384,0.6927488,0.64343685,0.6780097,0.6407904,0.70121026,0.6670184,0.75022846,0.6358738,0.80602914,0.68879086,-1
0.49595687,0.7579607,0.55960184,0.73076034,0.56570876,0.7292275,0.5420921,0.8144761,0.5742269,0.78966993,0.59105444,0.6923046,0.58492184,0.6178386,0.5636889,0.5720946,0.6073391,0.5591808,0.8095078,0.5995864,0.6328148,0.61833006,0.48425964,0.6830862,-1
0.8254867,0.7215545,0.8446493,0.72122204,0.8269285,0.7220284,0.81037116,0.75331825,0.81730616,0.7799936,0.7978838,0.81110954,0.73061794,0.7010636,0.68950874,0.627747,0.65700936,0.63734215,0.66550994,0.6704327,0.69156516,0.6482211,0.75058657,0.65631676,-1
0.75347733,0.6303542,0.69397724,0.65980756,0.6289915,0.687582,0.62184346,0.73897547,0.6680062,0.7643729,0.693872,0.78874373,0.6913626,0.7258909,0.7231609,0.63149184,0.68317634,0.6252913,0.66475224,0.63741034,0.65703094,0.5897367,0.68494,0.5854897,-1
0.8318148,0.72126156,0.8376896,0.71504384,0.78449273,0.7218967,0.77357775,0.76346517,0.77363515,0.7526791,0.7476078,0.7712248,0.70515406,0.73484457,0.68602514,0.6948289,0.6259217,0.6344088,0.65840495,0.620252,0.6650255,0.60055083,0.72517955,0.63000035,-1
0.76389736,0.56770414,0.76522535,0.6189103,0.74835944,0.60736644,0.7458441,0.6258331,0.7518656,0.67865795,0.7316494,0.6654945,0.6828261,0.65124947,0.67106473,0.7016334,0.6868982,0.71767175,0.7551203,0.69743705,0.7143478,0.6592086,0.68741125,0.55851954,-1
0.5704736,0.5237918,0.63466734,0.48948228,0.6755399,0.5305388,0.72345406,0.61795586,0.7447056,0.6322525,0.72442865,0.6269351,0.6988111,0.6310199,0.78901905,0.6599055,0.7604502,0.6811543,0.74337196,0.62375444,0.5740778,0.4995507,0.49935868,0.49400932,1
0.4925668,0.5339385,0.5016301,0.5572789,0.52756685,0.5261719,0.56917435,0.55425715,0.61060953,0.59693736,0.6288873,0.64536387,0.6103992,0.6776848,0.65116864,0.71890306,0.66356015,0.7726707,0.750077,0.70523,0.70380193,0.63114184,0.5823689,0.526705,1
0.78954417,0.64704216,0.8078654,0.63255876,0.83236337,0.62225187,0.874837,0.64603925,0.9070804,0.6657274,0.8875952,0.715594,0.82886183,0.71265304,0.7878489,0.7357601,0.76031935,0.69878715,0.7563747,0.6789165,0.72661597,0.66032135,0.7268765,0.63065916,1
0.7875315,0.78279704,0.81422114,0.7323969,0.8196352,0.6781557,0.84512216,0.6433677,0.8787084,0.6449454,0.88692015,0.6790763,0.8370707,0.66855943,0.8063991,0.744581,0.77435595,0.7560243,0.7616131,0.76465374,0.7478363,0.7022731,0.7372113,0.72008896,1
0.82474047,0.6993606,0.8474689,0.71453184,0.83055663,0.7388515,0.8532045,0.744199,0.87129784,0.6955738,0.8485239,0.6884601,0.7861412,0.7088744,0.7971634,0.7064276,0.7346348,0.66959924,0.6874568,0.71699184,0.67828745,0.69000345,0.68463206,0.6748494,1
0.8533594,0.6955073,0.7418205,0.70818883,0.70456094,0.77941054,0.72148067,0.74999464,0.73412615,0.7500002,0.7054711,0.6645451,0.6525932,0.6387159,0.65358835,0.6726299,0.58392185,0.6677444,0.5692063,0.64388186,0.5761443,0.62875277,0.65424514,0.6755432,1
0.6907905,0.60087746,0.682669,0.58253765,0.5470607,0.59406257,0.5302754,0.57880276,0.5675282,0.65457076,0.5870325,0.6646334,0.55089325,0.5800014,0.55742836,0.5604691,0.52061456,0.5966181,0.4666115,0.6398713,0.42959645,0.6461907,0.48389724,0.64409137,1
0.67074054,0.5896735,0.7291433,0.588738,0.77269286,0.5980044,0.7665816,0.5580612,0.78326607,0.5430003,0.7710455,0.5476373,0.71235675,0.54412335,0.64313835,0.5256789,0.5894987,0.5811767,0.56988084,0.62051576,0.58716637,0.6038078,0.609823,0.61529106,1
0.80008644,0.6338758,0.851988,0.6510406,0.7848959,0.70437485,0.78641295,0.7504715,0.801811,0.8002743,0.8240179,0.8294123,0.76397586,0.7921856,0.67963344,0.70233744,0.63400817,0.63737977,0.6250716,0.60679364,0.62253803,0.64017415,0.6504642,0.67790467,1
0.6226358,0.7285782,0.65791386,0.7148247,0.6234755,0.7158512,0.6378971,0.7819284,0.6577436,0.7312283,0.7078354,0.7065968,0.6714151,0.6800635,0.6537309,0.7130197,0.7400227,0.68419594,0.66458756,0.6532347,0.5787161,0.625545,0.5454014,0.66746867,1
0.8658674,0.7740633,0.8408975,0.7436781,0.829225,0.75629383,0.8337223,0.7804582,0.8333126,0.7439935,0.800977,0.71282107,0.7521828,0.6608687,0.7705405,0.64796305,0.70564604,0.6601363,0.6893184,0.7034188,0.6875168,0.66540533,0.7459969,0.6894789,1
0.7541357,0.6984942,0.7685335,0.6714166,0.8040518,0.63790345,0.8530956,0.62966347,0.8958605,0.5940061,0.8416925,0.58923936,0.7709294,0.58846277,0.7531173,0.6408039,0.7029414,0.6906888,0.6621795,0.75919396,0.6320683,0.6762944,0.647654,0.68508583,1
0.55542094,0.59462816,0.50280285,0.61627585,0.5064631,0.62908804,0.5454193,0.6810432,0.6004565,0.68841195,0.5908969,0.64523387,0.5941409,0.6138684,0.8308485,0.63041174,0.58765197,0.63182247,0.49673882,0.62486637,0.4428606,0.5513076,0.4554107,0.533498,1
0.86415,0.6977621,0.6816621,0.64320296,0.61124986,0.60897636,0.63944674,0.621849,0.66085136,0.6354771,0.6504747,0.66940784,0.6201899,0.6716138,0.58418566,0.68498677,0.53690946,0.69951445,0.5104056,0.6904725,0.47723016,0.6469284,0.5612984,0.66709197,1
0.8078003,0.770029,0.77453923,0.76681924,0.6400788,0.7250937,0.66887015,0.70167655,0.7190387,0.7209884,0.6838289,0.7491653,0.6520366,0.71251017,0.6367942,0.64616853,0.60662687,0.6533396,0.5788813,0.65530705,0.55539155,0.6519903,0.5694944,0.7111663,1
0.7914183,0.64070576,0.8465636,0.6408555,0.88712,0.71197015,0.93281573,0.78385794,0.9504267,0.79205686,0.91270024,0.7205312,0.85972595,0.62557113,0.81495214,0.6392565,0.754133,0.6181295,0.71107787,0.5830467,0.67083514,0.57254356,0.6781757,0.6153082,1
0.793405,0.65393215,0.72214097,0.6620929,0.6989111,0.7210014,0.6916859,0.72501755,0.7025759,0.69306856,0.73417515,0.6667925,0.71711105,0.665447,0.74542373,0.7313826,0.6616566,0.7519979,0.59657013,0.6473447,0.5386309,0.57947963,0.5280144,0.60640454,1
0.6720732,0.72802186,0.7474203,0.6709659,0.5636607,0.6484711,0.511554,0.677225,0.5519119,0.67616844,0.6085095,0.6867393,0.6307107,0.60644364,0.563862,0.63873214,0.54351735,0.6104218,0.46139,0.57440495,0.43725812,0.5577935,0.49232766,0.63929486,1
0.5453376,0.6187623,0.54256296,0.60674644,0.6703832,0.602447,0.70871085,0.61152476,0.61934114,0.6082994,0.56391144,0.5907522,0.5585474,0.5716122,0.6220554,0.6028826,0.59586424,0.64844805,0.48782027,0.640506,0.4713417,0.586132,0.46708584,0.57690203,1
0.7316973,0.72197014,0.7661789,0.7203429,0.7652807,0.70086205,0.778948,0.7015372,0.79267144,0.7015619,0.79667664,0.7235286,0.77723527,0.6920442,0.82693577,0.7469532,0.79042107,0.7520653,0.6702004,0.6816596,0.6447507,0.65963197,0.6473682,0.67499727,1
0.78344077,0.745132,0.7849392,0.7398796,0.79049563,0.7523522,0.8251901,0.8206983,0.8261473,0.8087393,0.8123772,0.74278927,0.77819806,0.6824053,0.7866793,0.71663994,0.809593,0.761702,0.81270444,0.72879606,0.7700209,0.7223085,0.7652554,0.71793246,1
0.56027704,0.58742625,0.6115654,0.6352576,0.62818015,0.63798136,0.6298235,0.6796328,0.6935723,0.64452195,0.65327615,0.59278023,0.61382735,0.53856933,0.5949763,0.4935006,0.56067586,0.4758047,0.569635,0.47874495,0.5220967,0.48392752,0.5183617,0.5185087,1
0.7375351,0.73726577,0.7945823,0.7514333,0.8585665,0.7925473,0.9027176,0.8054874,0.9216904,0.80582637,0.9008245,0.801713,0.8273832,0.7619051,0.7782574,0.7570614,0.75080204,0.7395019,0.72410023,0.75468844,0.6862664,0.74811536,0.6649793,0.72775596,1
0.79118896,0.8104614,0.82853895,0.77753377,0.86739445,0.73109514,0.9130291,0.7094849,0.94452286,0.7271998,0.93168616,0.74314934,0.86781085,0.721431,0.8305444,0.73978215,0.78167874,0.7324839,0.7418085,0.7277506,0.71268815,0.74690527,0.71690303,0.76800346,1
0.7765014,0.7747593,0.80885464,0.76067775,0.83228976,0.739249,0.88035893,0.72759956,0.9153589,0.725017,0.91592574,0.6821067,0.8319969,0.6114694,0.7583637,0.6331623,0.7218823,0.6581746,0.7106842,0.64941144,0.6968039,0.67109245,0.68285143,0.7257761,1
0.48735398,0.5905748,0.4651357,0.5570382,0.46941173,0.5515659,0.48071748,0.5609655,0.45064214,0.5666184,0.4214162,0.5922029,0.458004,0.59491986,0.6698865,0.5914735,0.8308258,0.5886995,0.52632564,0.6621492,0.421121,0.72837543,0.45362425,0.59846765,1
0.7949224,0.7780141,0.8398449,0.774531,0.8761887,0.81114477,0.8949749,0.7838192,0.9165682,0.7697284,0.8761,0.72900563,0.80592597,0.64266443,0.7527138,0.67703766,0.72505105,0.72766626,0.6912302,0.7329986,0.68257976,0.7323204,0.7468234,0.79299104,1
0.7891445,0.7006785,0.8596311,0.71401536,0.8924128,0.80978197,0.9085348,0.71089965,0.9199992,0.68562466,0.9154653,0.6375644,0.85074544,0.5763139,0.79118544,0.5913845,0.7335961,0.6288124,0.7097383,0.6488908,0.70160633,0.634643,0.70035625,0.70491964,1
0.32014823,0.48725355,0.18584494,0.5252917,0.16705886,0.556636,0.17882764,0.59100586,0.18240929,0.6692229,0.17224501,0.6442169,0.26546833,0.6287692,0.9431078,0.62028676,0.32309076,0.6821425,0.17418183,0.629838,0.162947,0.6017247,0.1883797,0.5365601,1
0.44398034,0.53342867,0.51953703,0.4962741,0.5002676,0.50678307,0.5265011,0.5414786,0.48509338,0.5623457,0.42064333,0.5337446,0.4343273,0.440969,0.4574089,0.3778886,0.37528038,0.41679305,0.46945632,0.49198046,0.63222414,0.5076454,0.51197976,0.53811663,1
0.45291966,0.4480394,0.24557714,0.43847978,0.13508159,0.5168662,0.17446129,0.57260805,0.22101201,0.57573694,0.1681553,0.4939511,0.20663713,0.46388158,0.64409167,0.49454835,0.16149904,0.42554942,0.06007366,0.4701029,0.089043684,0.44370988,0.21721391,0.4400902,1
0.4486929,0.6439893,0.41642472,0.5680721,0.36408815,0.5263974,0.36575088,0.5527245,0.49270317,0.64525646,0.5818334,0.66378903,0.29468778,0.63863534,0.23231031,0.55951387,0.259024,0.5176511,0.2931407,0.5562418,0.30641502,0.5949771,0.361038,0.68729985,1
0.57853746,0.5996753,0.46945146,0.5651279,0.43064058,0.5462192,0.4558755,0.5931217,0.4182584,0.6143895,0.3735154,0.6262919,0.38778904,0.62397355,0.49894372,0.6204558,0.45442945,0.514503,0.38070458,0.49629945,0.53261703,0.50151885,0.631473,0.5081661,1
0.54170996,0.49562913,0.21263224,0.47329062,0.125407,0.54058635,0.1552111,0.59053683,0.20893145,0.66088194,0.2541542,0.70918393,0.26296452,0.64849097,0.47867486,0.5863927,0.21166855,0.5633636,0.25720236,0.5229256,0.45009944,0.4938094,0.3944837,0.4629383,1
0.8889973,0.5375549,0.7441809,0.45555326,0.36080396,0.49613854,0.3234686,0.54890347,0.27543366,0.6100889,0.22762518,0.6518104,0.20404936,0.64045674,0.40931475,0.6823157,0.4056219,0.5959407,0.2308341,0.5748033,0.30376434,0.57047856,0.47960326,0.56509316,1
0.6854141,0.6295604,0.6313288,0.59056586,0.53324836,0.56147695,0.45365477,0.60576224,0.33133742,0.6813354,0.2736492,0.6650836,0.29233325,0.549406,0.35301456,0.5189157,0.45540774,0.5124359,0.5220251,0.5583979,0.52564293,0.58385086,0.5509468,0.5568015,1
0.2512144,0.45322448,0.094840236,0.4092798,0.04317174,0.40137222,0.043408994,0.35699028,0.045618918,0.38743848,0.049402867,0.46434376,0.17272991,0.41175377,0.9101204,0.39132804,0.24278595,0.5229026,0.06432992,0.5913182,0.048841592,0.55472213,0.08005454,0.47913897,1
0.69034773,0.5096603,0.33499175,0.5523418,0.33125603,0.5862224,0.40206435,0.5582105,0.3084138,0.6131249,0.15681332,0.6698074,0.13914551,0.68392956,0.2246657,0.6149132,0.27304223,0.5827036,0.3449676,0.60257185,0.40134823,0.55891776,0.47121096,0.5069751,1
